id,product_id,image_url,is_primary,display_order,created_at
497,183,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_183_497_1775487366900_xuov4gse2.jpg,false,1,2026-03-28 15:49:51.444718+00
498,183,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_183_498_1775487368395_2haffsrg2.jpg,false,2,2026-03-28 15:49:51.444718+00
499,183,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_183_499_1775487370894_82y05hlep.jpg,false,3,2026-03-28 15:49:51.444718+00
504,185,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_185_504_1775487075918_w524pn2tw.jpg,true,0,2026-03-28 17:41:26.209082+00
505,185,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_185_505_1775487077498_60qg8si5g.jpg,false,1,2026-03-28 17:41:26.209082+00
509,187,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_187_509_1775487331306_qr5ei2r0v.jpg,true,0,2026-03-31 20:16:19.330389+00
510,187,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_187_510_1775487332587_poso29x1x.jpg,false,1,2026-03-31 20:16:19.330389+00
511,187,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_187_511_1775487334022_o3od8gzen.jpg,false,2,2026-03-31 20:16:19.330389+00
512,188,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_188_512_1775487372161_gk24py8q9.jpg,true,0,2026-04-01 19:30:33.813909+00
513,188,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_188_513_1775487373820_llsj3uxl6.jpg,false,1,2026-04-01 19:30:33.813909+00
514,188,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_188_514_1775487375696_hy1od5oh7.jpg,false,2,2026-04-01 19:30:33.813909+00
515,189,https://jxkj6fescurdg6ul.public.blob.vercel-storage.com/products/product_189_515_1775487041027_35ftr0tn7.jpg,true,0,2026-04-01 20:11:00.011919+00
